Samples,Nitrososphaerales,Woesearchaeales,Acidobacteriales,Bryobacterales,Solibacterales,Subgroup 13,Subgroup 15,Subgroup 2,11-24,Blastocatellales,DS-100,Pyrinomonadales,Holophagales,Subgroup 7,Thermoanaerobaculales,Subgroup 17,Vicinamibacterales,IMCC26256,Microtrichales,Catenulisporales,Corynebacteriales,Frankiales,Glycomycetales,Kineosporiales,Micrococcales,Micromonosporales,Propionibacteriales,Pseudonocardiales,Streptomycetales,Streptosporangiales,Gaiellales,Solirubrobacterales,Fimbriimonadales,Bacteroidales,Bacteroidetes VC2.1 Bac22,Chitinophagales,Cytophagales,Flavobacteriales,Sphingobacteriales,Kapabacteriales,Bacteriovoracales,Bdellovibrionales,0319-6G20,Oligoflexales,Silvanigrellales,Anaerolineales,Caldilineales,SBR1031,Chloroflexales,Kallotenuales,Thermomicrobiales,S085,B12-WMSP1,C0119,Ktedonobacterales,Chloroplast,Obscuribacterales,Vampirovibrionales,Babeliales,Geobacterales,Lineage IV,MVP-88,Fibrobacterales,Alicyclobacillales,Bacillales,Entomoplasmatales,Lactobacillales,Paenibacillales,Staphylococcales,Thermoactinomycetales,Clostridiales,Gracilibacteraceae,Peptostreptococcales-Tissierellales,Desulfitobacteriales,Gemmatimonadales,Longimicrobiales,Myxococcales,Blfdi19,Haliangiales,mle1-27,MSB-4B10,Polyangiales,Nitrospirales,Candidatus Peregrinibacteria,Candidatus Adlerbacteria,Candidatus Liptonbacteria,Candidatus Nomurabacteria,Candidatus Zambryskibacteria,Saccharimonadales,Phycisphaerales,Tepidisphaerales,Isosphaerales,Pirellulales,Planctomycetales,Acetobacterales,Azospirillales,Caulobacterales,Defluviicoccales,Dongiales,Elsterales,Holosporales,Micavibrionales,Micropepsales,Paracaedibacterales,Parvibaculales,Reyranellales,Rhizobiales,Rhodospirillales,Rickettsiales,Sphingomonadales,Tistrellales,Burkholderiales,Coxiellales,Diplorickettsiales,Enterobacterales,Gammaproteobacteria Incertae Sedis,KF-JG30-C25,Legionellales,Pseudomonadales,R7C24,Salinisphaerales,Steroidobacterales,Xanthomonadales,Spirochaetales,Sumerlaeales,Chlamydiales,Chthoniobacterales,Methylacidiphilales,Opitutales,Pedosphaerales,Verrucomicrobiales,Watering_Regm
SRR5224896,0.0026917900,0.0000000000,0.1543097899,0.0418397800,0.0396161273,0.0000000000,0.0007607233,0.0000000000,0.0013458950,0.0224120779,0.0000000000,0.0000000000,0.0000000000,0.0160922231,0.0031599274,0.0004096202,0.0025162385,0.0000000000,0.0000000000,0.0007022061,0.0042717538,0.0104745743,0.0000000000,0.0000000000,0.0070220610,0.0122886067,0.0029258587,0.0018140324,0.0153314998,0.0009947920,0.0126982269,0.0134004330,0.0012288607,0.0000000000,0.0000000000,0.0510269764,0.0305459652,0.0000000000,0.0102405056,0.0012288607,0.0000000000,0.0001755515,0.0028673416,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022236526,0.0000000000,0.0001755515,0.0000000000,0.0000000000,0.0001170343,0.0070805781,0.0915793785,0.0026917900,0.0000000000,0.0002340687,0.0007022061,0.0000000000,0.0000000000,0.0000000000,0.0007607233,0.0058517175,0.0841476973,0.0000000000,0.0000000000,0.0101234712,0.0000000000,0.0007022061,0.0126982269,0.0000000000,0.0000000000,0.0000000000,0.0344080988,0.0000000000,0.0190765990,0.0000000000,0.0084264732,0.0000000000,0.0000000000,0.0101234712,0.0075487155,0.0000000000,0.0000000000,0.0007607233,0.0000000000,0.0000000000,0.0132248815,0.0000000000,0.0047398912,0.0000000000,0.0000000000,0.0000000000,0.0066709579,0.0000000000,0.0029258587,0.0000000000,0.0033354790,0.0049739599,0.0000000000,0.0002340687,0.0153900170,0.0000000000,0.0000000000,0.0008192404,0.0341740301,0.0013458950,0.0056761660,0.0293756217,0.0000000000,0.0390894728,0.0000000000,0.0054420973,0.0003511030,0.0049739599,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007022061,0.0059102347,0.0000000000,0.0000000000,0.0000000000,0.0024577213,0.0000000000,0.0112938147,0.0430686406,0.0000000000,0
SRR5224897,0.000000e+00,0.000000e+00,1.651467e-01,2.875399e-02,4.292768e-02,0.000000e+00,1.742666e-04,5.808888e-04,0.000000e+00,7.493465e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.402265e-03,1.394133e-03,1.161778e-04,1.742666e-03,8.713331e-04,4.066221e-04,5.291897e-02,2.962533e-03,1.667151e-02,0.000000e+00,2.904444e-04,7.841998e-03,7.493465e-03,7.319198e-03,4.472843e-03,1.190822e-02,2.439733e-03,1.754284e-02,9.294220e-03,7.551554e-04,0.000000e+00,0.000000e+00,6.778972e-02,2.579146e-02,9.875109e-04,6.256172e-02,4.647110e-04,0.000000e+00,5.808888e-05,1.452222e-03,0.000000e+00,5.808888e-05,0.000000e+00,0.000000e+00,6.389776e-04,5.808888e-04,0.000000e+00,2.904444e-04,4.066221e-04,3.485333e-04,4.763288e-03,1.417369e-02,5.227999e-04,1.161778e-04,0.000000e+00,3.485333e-04,1.045600e-03,0.000000e+00,0.000000e+00,5.808888e-04,2.613999e-03,1.853035e-02,1.161778e-04,0.000000e+00,1.394133e-03,0.000000e+00,5.808888e-05,1.510311e-03,5.808888e-05,1.161778e-04,0.000000e+00,2.782457e-02,0.000000e+00,4.066221e-03,5.808888e-05,5.808888e-03,5.808888e-05,0.000000e+00,9.526576e-03,4.182399e-03,0.000000e+00,0.000000e+00,5.808888e-04,0.000000e+00,0.000000e+00,1.428986e-02,0.000000e+00,5.925065e-03,1.452222e-03,0.000000e+00,0.000000e+00,9.875109e-03,4.647110e-04,7.841998e-03,0.000000e+00,3.543421e-03,4.705199e-03,6.970665e-04,0.000000e+00,3.171653e-02,5.808888e-05,0.000000e+00,2.904444e-03,4.641301e-02,1.742666e-03,2.323555e-03,4.821377e-02,0.000000e+00,8.358989e-02,0.000000e+00,3.369155e-03,4.066221e-04,1.010746e-02,9.294220e-04,0.000000e+00,2.323555e-04,0.000000e+00,2.323555e-04,0.000000e+00,1.510311e-02,0.000000e+00,5.808888e-05,0.000000e+00,2.904444e-03,0.000000e+00,5.460354e-03,3.810630e-02,9.294220e-04,0
SRR5224898,0.0000000000,0.0000000000,0.0808518006,0.0060018467,0.0038665743,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017313019,0.0000000000,0.0000000000,0.0000000000,0.0002885503,0.0002308403,0.0000000000,0.0000000000,0.0000000000,0.0005193906,0.1178439520,0.0010387812,0.0085410896,0.0000000000,0.0000000000,0.0064635272,0.0073868883,0.0019621422,0.0053093259,0.0324330563,0.0034626039,0.0027123730,0.0028855032,0.0004616805,0.0000000000,0.0002308403,0.1659164358,0.0652123730,0.0004616805,0.0826408126,0.0000000000,0.0000000000,0.0008079409,0.0000000000,0.0000000000,0.0003462604,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010387812,0.0105032318,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010387812,0.0000000000,0.0032317636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011542013,0.0000000000,0.0002308403,0.0000000000,0.0040974146,0.0000000000,0.0000000000,0.0403970452,0.0002885503,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0059441367,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021929825,0.0005771006,0.0086565097,0.0000000000,0.0077331487,0.0000000000,0.0000000000,0.0000000000,0.0058287165,0.0000000000,0.0000000000,0.0012696214,0.0544783010,0.0045013850,0.0096375808,0.0423591874,0.0000000000,0.1201523546,0.0000000000,0.0000000000,0.0028277932,0.0209487535,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005193906,0.0000000000,0.0271814404,0.0000000000,0.0000000000,0.0000000000,0.0027700831,0.0000000000,0.0081948292,0.0126385042,0.0000000000,0
SRR5224899,0.000000e+00,0.000000e+00,1.496776e-01,4.820817e-02,4.338735e-02,2.323285e-04,2.323285e-04,0.000000e+00,0.000000e+00,3.020271e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.873962e-04,1.800546e-03,0.000000e+00,1.684382e-03,8.712319e-04,0.000000e+00,7.957252e-03,1.916710e-03,2.149039e-02,0.000000e+00,3.484928e-04,1.242958e-02,5.343556e-03,6.156706e-03,5.750131e-03,2.241970e-02,1.138410e-02,1.719231e-02,1.603067e-02,3.484928e-04,0.000000e+00,0.000000e+00,6.871116e-02,1.150026e-02,0.000000e+00,1.777313e-02,1.452053e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.808213e-05,9.293141e-04,9.757798e-03,6.336760e-02,5.111227e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.004821e-02,0.000000e+00,0.000000e+00,2.729860e-03,3.543010e-03,3.606900e-02,0.000000e+00,0.000000e+00,3.601092e-03,0.000000e+00,2.904106e-04,6.447116e-03,0.000000e+00,5.808213e-05,0.000000e+00,2.700819e-02,0.000000e+00,1.858628e-03,0.000000e+00,8.654237e-03,2.323285e-04,0.000000e+00,5.633966e-03,1.173259e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.787942e-03,0.000000e+00,6.447116e-03,2.671778e-03,0.000000e+00,2.323285e-04,1.324273e-02,6.389034e-04,3.136435e-03,0.000000e+00,1.277807e-03,8.479991e-03,0.000000e+00,0.000000e+00,2.973805e-02,0.000000e+00,0.000000e+00,4.007667e-03,5.593309e-02,1.568217e-03,5.227392e-04,5.331939e-02,0.000000e+00,5.035721e-02,0.000000e+00,7.434512e-03,1.742464e-04,6.272870e-03,1.277807e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.858628e-03,2.224546e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.510135e-03,0.000000e+00,5.924377e-03,4.338735e-02,1.161643e-04,1
SRR5224900,0.000000e+00,0.000000e+00,9.431540e-02,4.365589e-02,6.705965e-02,0.000000e+00,1.750905e-04,2.918174e-04,0.000000e+00,1.855959e-02,5.836349e-05,3.501809e-04,0.000000e+00,4.085444e-04,1.704214e-02,1.167270e-04,3.910354e-03,2.101086e-03,8.170888e-04,1.634178e-03,4.318898e-03,1.523287e-02,1.750905e-04,4.085444e-04,1.202288e-02,1.394887e-02,2.089413e-02,1.062215e-02,2.538812e-02,2.334540e-03,1.564141e-02,2.101086e-02,2.976538e-03,2.626357e-03,0.000000e+00,4.879188e-02,9.338158e-03,1.283997e-03,1.301506e-02,9.921793e-04,0.000000e+00,5.252714e-04,7.587253e-04,5.836349e-05,0.000000e+00,0.000000e+00,1.517451e-03,2.042722e-03,1.050543e-03,3.501809e-04,1.984359e-03,1.167270e-04,5.836349e-05,8.987977e-03,1.809268e-02,4.669079e-04,0.000000e+00,0.000000e+00,5.836349e-05,1.330688e-02,5.836349e-05,4.085444e-04,1.459087e-03,4.435625e-03,6.921910e-02,0.000000e+00,0.000000e+00,2.743084e-03,0.000000e+00,5.836349e-04,1.108906e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.437609e-02,0.000000e+00,7.353799e-03,0.000000e+00,7.295436e-03,1.750905e-04,1.167270e-04,1.108906e-02,1.027197e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.629975e-03,2.334540e-04,4.202171e-03,0.000000e+00,1.167270e-04,0.000000e+00,1.138088e-02,2.626357e-03,7.645617e-03,0.000000e+00,3.385082e-03,4.727443e-03,5.836349e-05,0.000000e+00,1.785923e-02,0.000000e+00,0.000000e+00,1.400724e-03,7.143691e-02,1.459087e-03,1.283997e-03,3.851990e-02,0.000000e+00,6.700128e-02,0.000000e+00,1.167270e-03,1.283997e-03,4.377262e-03,0.000000e+00,0.000000e+00,3.034901e-03,0.000000e+00,5.836349e-05,8.754523e-04,1.319015e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.793627e-03,0.000000e+00,3.560173e-03,4.365589e-02,4.669079e-04,1
SRR5224901,0.000000e+00,0.000000e+00,1.333564e-02,2.309202e-03,1.154601e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.558711e-03,0.000000e+00,0.000000e+00,5.773005e-05,2.309202e-04,8.082208e-04,0.000000e+00,2.309202e-04,0.000000e+00,5.195705e-04,5.830735e-03,2.078282e-03,2.713313e-03,1.154601e-03,2.309202e-04,1.812724e-02,1.137282e-02,1.102644e-02,5.599815e-02,1.577185e-01,8.082208e-04,8.082208e-04,1.847362e-03,8.082208e-04,0.000000e+00,0.000000e+00,4.266251e-02,5.161067e-02,6.177116e-03,4.375938e-02,5.773005e-05,3.463803e-04,8.659508e-04,5.773005e-05,0.000000e+00,4.618404e-04,0.000000e+00,0.000000e+00,3.463803e-04,1.154601e-04,0.000000e+00,5.773005e-05,0.000000e+00,0.000000e+00,1.154601e-03,1.212331e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.350306e-04,0.000000e+00,0.000000e+00,9.236809e-04,0.000000e+00,4.370165e-02,0.000000e+00,2.309202e-04,2.309202e-04,0.000000e+00,0.000000e+00,2.886503e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.443251e-03,0.000000e+00,1.096871e-03,0.000000e+00,7.158527e-03,0.000000e+00,0.000000e+00,5.420852e-02,2.886503e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.735827e-03,0.000000e+00,2.309202e-04,0.000000e+00,0.000000e+00,1.731902e-04,2.309202e-04,4.041104e-04,3.891006e-02,0.000000e+00,7.216257e-03,0.000000e+00,2.886503e-04,0.000000e+00,6.003926e-03,1.154601e-04,0.000000e+00,4.618404e-04,8.191895e-02,5.195705e-04,2.424662e-03,4.907055e-02,0.000000e+00,1.549475e-01,0.000000e+00,3.463803e-04,2.759497e-02,2.771043e-03,0.000000e+00,0.000000e+00,1.183466e-02,0.000000e+00,1.154601e-04,5.773005e-04,3.175153e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.385521e-03,0.000000e+00,8.370858e-03,3.867914e-03,0.000000e+00,1
SRR5224902,1.754078e-04,0.000000e+00,1.632462e-01,5.887856e-02,7.513302e-02,0.000000e+00,3.508156e-04,3.508156e-04,0.000000e+00,8.653453e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.338771e-04,2.748056e-03,0.000000e+00,2.397240e-03,6.431620e-04,1.754078e-04,2.864994e-03,1.812548e-03,1.765772e-02,0.000000e+00,0.000000e+00,1.145998e-02,1.508507e-02,6.782436e-03,4.736011e-03,1.116763e-02,4.619073e-03,2.104894e-02,1.239549e-02,5.846927e-04,0.000000e+00,0.000000e+00,7.004619e-02,2.923464e-04,0.000000e+00,6.957844e-03,1.344793e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.431620e-04,4.092849e-04,5.846927e-04,1.438344e-02,5.507806e-02,7.016313e-04,0.000000e+00,0.000000e+00,0.000000e+00,6.782436e-03,4.092849e-04,0.000000e+00,1.227855e-03,8.770391e-04,3.262586e-02,4.092849e-04,0.000000e+00,4.268257e-03,0.000000e+00,5.262235e-04,5.437643e-03,0.000000e+00,0.000000e+00,3.508156e-04,4.502134e-02,0.000000e+00,1.578670e-03,2.923464e-04,2.631117e-02,2.923464e-04,0.000000e+00,8.419576e-03,8.887330e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.385196e-03,0.000000e+00,1.116763e-02,2.338771e-04,0.000000e+00,0.000000e+00,1.508507e-02,6.431620e-04,2.046425e-03,0.000000e+00,7.951821e-03,8.244168e-03,5.846927e-05,0.000000e+00,2.596036e-02,0.000000e+00,0.000000e+00,2.221832e-03,3.794656e-02,3.800503e-03,5.846927e-05,3.525697e-02,5.846927e-05,4.402736e-02,0.000000e+00,5.613050e-03,1.754078e-04,1.455885e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.754078e-04,1.771619e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.227855e-03,0.000000e+00,4.911419e-03,3.911594e-02,0.000000e+00,0
SRR5224903,0.000000e+00,0.000000e+00,2.210654e-01,3.354734e-02,3.169645e-02,0.000000e+00,0.000000e+00,3.470415e-04,0.000000e+00,3.470415e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.205622e-04,1.561687e-03,0.000000e+00,8.676037e-04,0.000000e+00,2.313610e-04,1.226213e-02,2.949853e-03,4.048817e-03,4.048817e-04,2.313610e-04,1.017988e-02,6.188906e-03,5.552664e-03,7.287871e-03,1.885592e-02,1.359246e-02,5.263462e-03,2.602811e-03,1.735207e-04,0.000000e+00,0.000000e+00,1.099543e-01,1.723639e-02,2.082249e-03,3.742264e-02,3.470415e-04,0.000000e+00,5.784025e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.313610e-04,0.000000e+00,0.000000e+00,3.296894e-03,1.793048e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.330326e-03,0.000000e+00,0.000000e+00,8.676037e-04,4.048817e-04,1.758343e-02,1.156805e-04,0.000000e+00,8.676037e-04,0.000000e+00,4.048817e-04,2.140089e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.516051e-02,0.000000e+00,2.776332e-03,0.000000e+00,9.023078e-03,0.000000e+00,0.000000e+00,7.692753e-03,1.966568e-03,0.000000e+00,0.000000e+00,2.892012e-04,0.000000e+00,0.000000e+00,1.503846e-03,0.000000e+00,3.296894e-03,3.470415e-04,0.000000e+00,0.000000e+00,9.832842e-03,1.850888e-03,2.892012e-03,0.000000e+00,5.205622e-03,4.280178e-03,0.000000e+00,0.000000e+00,4.742900e-02,0.000000e+00,0.000000e+00,7.172190e-03,6.032738e-02,2.197929e-03,3.470415e-04,5.500607e-02,0.000000e+00,5.419631e-02,0.000000e+00,2.313610e-03,9.832842e-04,1.509630e-02,7.519232e-04,0.000000e+00,9.832842e-04,0.000000e+00,0.000000e+00,2.024409e-03,3.534039e-02,7.519232e-04,0.000000e+00,1.156805e-04,2.140089e-03,0.000000e+00,3.586095e-03,3.794320e-02,0.000000e+00,0
SRR5224904,0.0000000000,0.0000000000,0.0961083886,0.0108965120,0.0041510522,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006918420,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0732776016,0.0010954165,0.0010377630,0.0017296051,0.0000000000,0.0109541655,0.0055923897,0.0072643413,0.0289420582,0.0694724705,0.0560392044,0.0013260306,0.0044969732,0.0000000000,0.0000000000,0.0000000000,0.1776304410,0.0198904583,0.0010377630,0.0226578265,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012107236,0.0238108965,0.0019025656,0.0000000000,0.0000000000,0.0000000000,0.0005765350,0.0000000000,0.0000000000,0.0010377630,0.0000000000,0.0057076967,0.0000000000,0.0000000000,0.0001153070,0.0000000000,0.0000000000,0.0004035745,0.0000000000,0.0000000000,0.0000000000,0.0023061401,0.0000000000,0.0012107236,0.0000000000,0.0042087057,0.0000000000,0.0000000000,0.0039780917,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006341885,0.0000000000,0.0001153070,0.0000576535,0.0000000000,0.0000000000,0.0036321707,0.0012683771,0.0021331796,0.0000000000,0.0082444509,0.0005765350,0.0000000000,0.0000000000,0.0217353704,0.0000000000,0.0000000000,0.0044393197,0.0823868550,0.0000000000,0.0060536178,0.0337849524,0.0000000000,0.0642836552,0.0000000000,0.0008071490,0.0675122514,0.0115307005,0.0002306140,0.0000000000,0.0031132891,0.0000000000,0.0000000000,0.0025944076,0.0265206111,0.0000000000,0.0000000000,0.0000000000,0.0012107236,0.0000000000,0.0012683771,0.0151052176,0.0000000000,0
SRR5224905,0.0000000000,0.0000000000,0.0910466876,0.0457561998,0.0405169403,0.0000000000,0.0000000000,0.0001164280,0.0000000000,0.0048317616,0.0000000000,0.0000000000,0.0000000000,0.0006985679,0.0060542554,0.0000000000,0.0026196298,0.0009314239,0.0004657120,0.0018046338,0.0048317616,0.0172895564,0.0000000000,0.0006403539,0.0276516475,0.0117592269,0.0156595646,0.0039585516,0.0130981488,0.0039585516,0.0179881243,0.0197927582,0.0005821399,0.0000000000,0.0000000000,0.0627546862,0.0182791943,0.0002328560,0.0027942717,0.0002910700,0.0002328560,0.0001164280,0.0002910700,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018628478,0.0000000000,0.0006403539,0.0077424613,0.0260216556,0.0006985679,0.0000000000,0.0000000000,0.0001746420,0.0011642799,0.0000000000,0.0000000000,0.0033764117,0.0002910700,0.1687623705,0.0001746420,0.0000000000,0.0145534987,0.0000000000,0.0005821399,0.0087320992,0.0002328560,0.0002328560,0.0000000000,0.0263709396,0.0000000000,0.0073349633,0.0000000000,0.0067528234,0.0003492840,0.0000000000,0.0129235068,0.0054721155,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008732099,0.0000000000,0.0030853417,0.0000000000,0.0000000000,0.0001746420,0.0269530795,0.0004074980,0.0031435557,0.0001164280,0.0015717779,0.0068692514,0.0000000000,0.0000000000,0.0196763302,0.0000000000,0.0000000000,0.0034928397,0.0692746536,0.0013389219,0.0002910700,0.0440679939,0.0000000000,0.0539061590,0.0000000000,0.0025032018,0.0000000000,0.0052974735,0.0000000000,0.0001164280,0.0000000000,0.0000000000,0.0000000000,0.0002328560,0.0094306671,0.0000000000,0.0000000000,0.0000000000,0.0025614158,0.0000000000,0.0048899756,0.0280591454,0.0001746420,1
SRR5224906,0.000000e+00,0.000000e+00,7.275667e-02,5.116064e-02,2.113408e-02,0.000000e+00,5.774339e-05,5.774339e-05,0.000000e+00,2.251992e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.021019e-03,0.000000e+00,2.309736e-04,6.351773e-04,2.887169e-04,2.823652e-02,5.196905e-03,1.276129e-02,7.160180e-03,6.929207e-04,2.846749e-02,2.327059e-02,7.581707e-02,1.125996e-02,1.537129e-01,3.383763e-02,1.102899e-02,1.206837e-02,2.309736e-04,0.000000e+00,0.000000e+00,9.995381e-02,1.120222e-02,4.619471e-04,2.153828e-02,6.351773e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.774339e-04,0.000000e+00,1.732302e-04,1.212611e-03,1.368518e-02,4.042037e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.790045e-03,0.000000e+00,0.000000e+00,1.790045e-03,0.000000e+00,2.413674e-02,1.154868e-04,0.000000e+00,1.212611e-03,0.000000e+00,1.154868e-04,3.464603e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.530200e-02,0.000000e+00,9.816376e-04,0.000000e+00,4.330754e-03,0.000000e+00,0.000000e+00,8.199561e-03,2.309736e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.212611e-03,0.000000e+00,1.212611e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.275667e-03,1.097124e-03,3.580090e-03,0.000000e+00,2.771683e-03,1.270355e-03,0.000000e+00,0.000000e+00,1.974824e-02,0.000000e+00,0.000000e+00,4.042037e-03,4.307657e-02,0.000000e+00,4.042037e-04,5.000577e-02,0.000000e+00,4.232590e-02,0.000000e+00,0.000000e+00,2.656196e-03,3.060400e-03,0.000000e+00,0.000000e+00,8.084074e-04,0.000000e+00,0.000000e+00,6.294029e-03,2.869846e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.501328e-03,0.000000e+00,1.963275e-03,9.065712e-03,0.000000e+00,1
SRR5224907,0.0000000000,0.0000000000,0.0136591551,0.0118148810,0.0008645035,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002881678,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001729007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0246095326,0.0042648839,0.0000000000,0.0150423607,0.0000000000,0.0135438880,0.0230534263,0.0862198144,0.0236873955,0.2767563829,0.0368278485,0.0000000000,0.0012103049,0.0000000000,0.0000000000,0.0000000000,0.1799896260,0.0276641116,0.0030545790,0.0144660250,0.0000000000,0.0000000000,0.0002881678,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001152671,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004610685,0.0134862544,0.0013832056,0.0000000000,0.0000000000,0.0000000000,0.0005187021,0.0000000000,0.0000000000,0.0005763357,0.0000000000,0.0053022881,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002881678,0.0000000000,0.0000000000,0.0000000000,0.0038038153,0.0000000000,0.0004034350,0.0000000000,0.0006916028,0.0000000000,0.0000000000,0.0066278601,0.0003458014,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012103049,0.0002305343,0.0078381649,0.0000000000,0.0024782433,0.0000000000,0.0000000000,0.0000000000,0.0047259524,0.0000000000,0.0000000000,0.0010950377,0.0450694484,0.0000000000,0.0023053426,0.0233415941,0.0000000000,0.0348683073,0.0000000000,0.0000000000,0.0586133364,0.0019595412,0.0000000000,0.0000000000,0.0006339692,0.0000000000,0.0000000000,0.0089332027,0.0116419803,0.0000000000,0.0000000000,0.0000000000,0.0007492364,0.0000000000,0.0010950377,0.0017290070,0.0000000000,1
